gene,value
TRIM16L,13.55
FBXW10,4.6
TVP23B,13.89
SLC5A10,6.5
LOC79999; LOC388436; AC007952.5,6.51
GRAPL,4.88
MAPK7,14.35
RNF112,6.32
ALDH3A2,13.41
SPECC1,10.76
CDRT15L2,6.01
DHRS7B,9.1
MAP2K3,7.2
KCNJ12,6.41
KCNJ18,4.89
FAM27L,6.2
MTRNR2L1,13.38
WSB1,12.83
TBC1D3P5,4.93
KSR1,5.26
NLK,10.15
TMEM97,13.44
TNFAIP1,10.01
SLC13A2,4.61
FOXN1,7.52
SUPT6H,12.39
RPL23A; SNORD4B; SNORD42B; SNORD42A,15.48
NEK8,4.51
TRAF4,5.53
ERAL1,9.93
FLOT2,7.66
FLOT2,5.73
PIPOX,5.07
SEZ6,6.79
CRYBA1,4.72
TAOK1; MIR4523,13.04
TP53I13,4.85
ANKRD13B,8.26
EFCAB5,6.46
NSRP1; MIR423,13.13
CPD,10.13
GOSR1,13.93
ATAD5,11.35
RNF135,5.56
NF1,12.13
RAB11FIP4; MIR4724,5.37
SUZ12,13.35
RHOT1,11.36
RHBDL3,6.55
PSMD11,15.51
CDK5R1,6.89
SPACA3,5.53
CCL2,12.1
CCL7,6.39
CCL11,4.76
CCL8,5.13
CCL13,6.0
TMEM132E,7.22
ZNF830,12.23
LIG3,8.58
FNDC8,4.81
SLFN5,8.26
AP2B1,15.18
TAF15,12.74
RASL10B,6.04
C17orf50,6.66
TAF15,8.7
CCL18,6.18
CCL4L2; CCL4; CCL4L1,4.34
CCL4L2; CCL4L1,4.9
TBC1D3G,8.25
ZNHIT3,9.47
PIGW,12.13
GGNBP2,14.26
DHRS11,7.27
MRM1,6.61
CTB-75G16.3; MRM1,5.15
LHX1,10.34
AATF,13.49
C17orf78,5.41
TADA2A,9.97
DUSP14,9.79
MRPL45,12.87
SOCS7,7.55
ARHGAP23,8.0
MLLT6,9.25
CISD3,8.26
PSMB3,13.38
LASP1,13.47
LRRC37A11P,4.3
RPL19,14.29
CDK12,9.47
PPP1R1B,4.57
PNMT,6.17
GRB7,7.58
ZPBP2,5.07
LRRC3C,4.01
GSDMA,6.57
PSMD3,12.85
CSF3,5.61
THRA,9.03
MSL1,10.45
CASC3; MIR6866,12.8
RAPGEFL1,8.47
WIPF2,8.64
CDC6,13.19
RARA,8.79
IGFBP4,9.5
TMEM99,10.55
KRTAP9-4,5.02
KRTAP9-6,4.89
KRTAP9-7,4.55
EIF1,16.25
GAST,8.06
FKBP10,7.48
KLHL10,3.8
TTC25,4.93
CNP,9.96
NKIRAS2,13.16
HSPB9,3.96
STAT5A,9.77
ATP6V0A1; MIR5010,13.65
HSD17B1,5.99
MLX,11.42
TUBG1,15.13
TUBG2,13.02
CNTNAP1,8.62
RAMP2,6.91
VPS25,12.3
WNK4,6.14
CNTD1,4.56
AOC2,5.03
AOC3,7.98
G6PC,4.68
RUNDC1,11.19
RPL27,11.49
IFI35,8.74
RND2,5.37
NBR1,11.61
TMEM106A,7.25
ARL4D,9.37
C17orf105,5.25
CD300LG,7.86
FAM215A,7.03
NAGS,5.79
G6PC3,13.78
C17orf53,10.0
ASB16,4.77
TMUB2,9.41
RUNDC3A,4.66
GRN,12.88
FZD2,11.15
DBF4B,11.56
ADAM11,4.27
HIGD1B,3.69
CCDC103,7.18
NMT1,13.34
ACBD4,6.28
HEXIM1,13.78
HEXIM2,6.34
FMNL1,5.81
SPPL2C,5.3
MAPT,6.37
STH,8.61
LRRC37A,12.98
LRRC37A2,10.25
NSF,11.09
WNT9B,6.29
MYL4,5.43
NPEPPS,11.37
KPNB1,14.87
TBKBP1,5.71
TBX21,5.29
LRRC46,6.11
SP2,10.49
NFE2L1,13.55
SNX11,10.32
PRAC2,5.8
CALCOCO2,12.42
ATP5G1,15.97
UBE2Z,13.43
IGF2BP1,13.97
B4GALNT2,4.07
ABI3,4.32
NGFR,6.61
NXPH3,5.91
KAT7,11.34
FLJ45513; RP11-304F15.3,8.81
DLX4,5.35
ITGA3,12.96
PDK2,9.96
SGCA,4.33
COL1A1,12.66
TMEM92,7.15
XYLT2,6.95
EME1,12.11
ACSF2,7.87
RSAD1,7.58
MYCBPAP,4.04
EPN3,3.73
CACNA1G,5.95
ABCC3,12.15
WFIKKN2,5.81
NME1; NME1-NME2; NME2,12.8
UTP18,12.51
C17orf112,3.33
KIF2B,5.25
TOM1L1,13.85
STXBP4,10.65
HLF,6.32
PCTP,10.15
ANKFN1,3.56
NOG,7.07
DGKE,7.56
SCPEP1,11.17
AKAP1,10.37
MSI2,11.17
MSI2,7.91
DYNLL2,10.17
OR4D1,4.18
OR4D2,5.29
EPX,4.21
LPO,4.37
MPO,5.05
RAD51C,13.35
PPM1E,5.95
PPM1E,6.05
GDPD1,7.89
YPEL2,5.62
DHX40,12.63
CLTC,15.04
VMP1; MIR21,15.27
C17orf64,3.91
PPM1D,10.61
BCAS3,7.22
TBX2,7.32
C17orf82,3.58
TBX4,6.3
EFCAB3,3.22
METTL2A,11.28
TLK2,13.44
MRC2,7.47
TANC2,11.63
KCNH6,4.18
DCAF7,12.75
TACO1,10.68
MAP3K3,6.61
DDX42,12.71
PSMC5,13.05
PRR29,7.5
MILR1,7.41
DDX5,7.26
CEP95,11.05
RGS9,8.71
PRKCA,9.97
PRKCA,8.93
CACNG5,4.63
CACNG4,10.66
CACNG1,3.84
PITPNC1,8.58
NOL11,14.12
BPTF,12.9
KPNA2,16.03
AMZ2,12.59
PRKAR1A,7.56
MAP2K6,7.73
KCNJ16,6.1
KCNJ2,5.22
SOX9,11.86
C17orf80,11.55
LOC100134391; CTD-2532D12.4,5.81
RPL38,17.01
TTYH2,9.67
DNAI2,5.56
KIF19,6.27
GPR142,5.73
GPRC5C,6.4
CD300A,6.39
C17orf77,5.34
RAB37,4.83
SLC9A3R1; MIR3615,11.13
TMEM104,12.63
OTOP2,6.9
OTOP3,4.78
CDR2L,7.2
ICT1,8.4
KCTD2,9.44
SLC16A5,8.17
ARMC7,10.27
NUP85,11.32
MRPS7,11.02
TMEM94; MIR6785,8.15
MYO15B,7.58
SMIM5,9.32
SMIM6,6.75
SAP30BP,13.24
ITGB4,6.25
UNK,9.82
TEN1; CDK3; TEN1-CDK3,8.71
ZACN,5.01
GALR2,7.25
UBALD2,11.36
SPHK1,7.1
AANAT,4.37
PRCD,6.0
MGAT5B,7.04
SEC14L1; SCARNA16; SNHG20; MIR6516,14.27
SEPT9,12.04
TNRC6C,6.76
TMC8,5.96
C17orf99,5.4
SYNGR2,11.6
AFMID,8.32
BIRC5,11.11
TMEM235,6.46
PGS1,9.76
C1QTNF1,6.68
ENGASE,6.59
HP09025; CTD-2116F7.1,5.37
ENPP7,3.64
CBX2,9.61
CCDC40,6.27
GAA,8.0
CARD14,6.53
SLC26A11,8.43
RNF213,11.23
ENDOV,4.9
RPTOR,10.44
CHMP6,7.43
BAIAP2,8.09
C17orf89,12.14
BAHCC1,7.93
FSCN2,5.46
TSPAN10,5.74
CCDC137,8.98
HGS,11.48
GCGR,4.77
ASPSCR1,5.83
LRRC45,6.45
RAC3,8.93
GPS1,12.69
SLC16A3; MIR6787,7.94
TEX19,4.82
UTS2R,5.78
HEXDC,5.7
NARF,10.76
FOXK2,13.3
FN3KRP,11.82
FN3K,9.39
TBCD,10.23
TBCD,8.87
METRNL,5.79
DOC2B,5.38
FAM101B,10.58
VPS53; RPS4XP17,10.6
GEMIN4,8.42
NXN,10.47
YWHAE,14.34
CRK,12.11
MYO1C,11.31
INPP5K,8.23
PITPNA,11.15
PITPNA,6.22
SLC43A2,9.0
SCARF1,4.81
RILP,6.6
PRPF8,12.07
TLCD2,6.71
MIR22HG,5.48
SMYD4,9.56
RTN4RL1,6.53
SMG6,9.3
TSR1,10.4
MNT,7.63
CLUH,9.17
OR1D5,4.92
OR1D2,4.34
OR1G1,4.41
OR1P1,5.74
OR3A1,3.96
OR1E1,6.5
OR1E2,5.76
ITGAE,9.64
NCBP3,8.93
CAMKK1,5.38
P2RX1,6.04
ATP2A3,8.24
ZZEF1,6.88
ANKFY1,10.19
UBE2G1,13.32
MYBBP1A,7.83
GGT6,6.75
ALOX15,7.08
PELP1,11.42
CXCL16,8.16
VMO1,5.66
CHRNE,3.82
SLC25A11,11.3
PFN1,15.28
SPAG7,6.2
CAMTA2,9.84
INCA1,8.03
SLC52A1,7.87
ZNF232,7.85
ZNF594,8.37
SCIMP,6.35
DERL2,9.02
NLRP1,5.51
AIPL1,4.75
PITPNM3,4.62
KIAA0753,8.48
MED31,10.34
SLC13A5,7.25
TEKT1,5.29
SLC16A11,8.15
CLEC10A,4.41
ASGR2,5.16
ASGR1,6.22
DLG4,6.66
DVL2,10.79
PHF23,9.78
YBX2,6.49
PLSCR3; TMEM256; TMEM256-PLSCR3,10.07
ZBTB4,6.97
SOX15,5.78
FXR2,10.8
SAT2,6.96
TP53,11.96
ALOX12B,5.47
ALOXE3,4.79
HES7,5.07
TMEM107; SNORD118,9.07
BORCS6,5.65
AURKB,10.7
CTC1,7.45
SLC25A35,7.56
RNF222,4.01
MYH10,15.32
CCDC42,7.6
SPDYE4,4.68
MFSD6L,4.96
PIK3R6,9.07
PIK3R5,6.29
STX8,10.14
RCVRN,5.34
GAS7,5.23
MYH13,4.33
MYH8,4.4
MYH4,4.63
MYH1,4.07
MYH2,4.99
MYH3,4.93
SCO1,11.9
TMEM220,7.36
PIRT,4.44
ZNF18,5.92
ELAC2,10.02
HS3ST3A1,5.98
HS3ST3A1,5.07
CDRT15,6.79
PMP22,11.88
TEKT3,4.71
TVP23C; CDRT4; TVP23C-CDRT4,13.46
UBE2S; UBE2SP1,6.39
ZSWIM7,7.6
NCOR1,12.34
CENPV,8.59
LRRC75A,4.12
ZNF287,4.13
ZNF624,9.1
COPS3,12.43
RASD1,6.61
PEMT,8.35
SMCR5,3.79
SREBF1,8.62
TOM1L2,9.65
ATPAF2,9.35
FLII,10.48
TOP3A,8.35
SHMT1; MIR6778,10.45
USP32P2; FAM106A; CCDC144B,12.26
FAM83G,7.19
GRAP,4.05
LOC79999; LOC388436; AC007952.6,8.45
B9D1,10.18
MFAP4,4.03
SLC47A2,6.76
ALDH3A1,6.58
ULK2,7.95
AKAP10,10.5
LGALS9B,6.2
CCDC144NL,8.68
USP22,13.1
TMEM11,12.68
NATD1,4.75
C17orf51,8.93
KRT18P55,5.0
IFT20,8.6
POLDIP2,10.5
SLC46A1,6.99
UNC119,9.55
PIGS,10.71
ALDOC,6.75
KIAA0100,11.41
SDF2,9.8
PROCA1,6.13
RAB34,9.22
TLCD1,9.64
FAM222B,8.11
FLOT2,7.64
DHRS13,8.68
PHF12,9.9
SEZ6,7.06
TIAF1; MYO18A,8.36
NUFIP2,12.03
NUFIP2; rerdy,6.62
ABHD15,6.82
GIT1,11.06
CORO6,4.75
SSH2,11.62
SLC6A4,7.16
BLMH,10.49
TMIGD1,3.81
CRLF3,8.43
CRLF3,7.49
CRLF3,12.03
TEFM,7.73
EVI2A; EVI2B,9.4
COPRS,10.54
UTP6,9.99
C17orf75,9.6
MYO1D,6.47
RP11-466A19.5; MYO1D,4.73
ASIC2,6.61
CCL1,4.69
C17orf102,4.03
CCT6B,5.78
NLE1,8.29
SLC35G3,5.19
SLFN11,5.17
SLFN12,10.91
SLFN13,4.93
SLFN14,4.75
PEX12,8.08
GAS2L2,7.2
MMP28,4.23
HEATR9,4.01
CCL5,7.25
RDM1,7.25
LYZL6,5.53
CCL16,5.91
CCL14; CCL15; CCL15-CCL14,4.78
CCL23,5.85
CCL3,4.67
CCL3L3; CCL3L1,3.98
TBC1D3H; TBC1D3G; TBC1D3I; LOC101060389; TBC1D3C; TBC1D3,4.28
ACACA,12.13
ACACA,6.65
SYNRG,11.85
DDX52,13.85
HNF1B,12.8
YWHAEP7,10.37
TBC1D3,8.66
GPR179,5.85
SRCIN1,5.7
C17orf96,4.01
PCGF2,12.49
PIP4K2B,10.46
CWC25,9.47
C17orf98,4.17
RPL23; SNORA21,16.19
FBXO47,3.94
PLXDC1,6.32
ARL5C,5.0
CACNB1,8.61
STAC2,5.86
FBXL20,9.82
MED1,13.45
NEUROD2,3.89
PGAP3,5.92
MIEN1,8.01
IKZF3,6.99
GSDMB,7.55
ORMDL3,9.66
MED24; MIR6884,11.18
NR1D1,8.87
GJD3,5.49
TOP2A,14.92
TNS4,5.99
CCR7,4.37
KRT24,5.53
KRT26,4.46
KRT28,4.58
KRT10,5.22
KRT20,5.71
KRT23,5.39
KRT40,4.92
KRTAP3-3,5.23
KRTAP3-2,5.87
KRTAP3-1,8.99
KRTAP1-5,4.69
KRTAP1-4,6.62
KRTAP2-1,8.36
KRTAP2-2,8.54
KRTAP2-3,9.1
KRTAP2-4,10.18
KRTAP4-12,4.08
KRTAP4-2,5.16
KRTAP4-1,5.1
KRTAP29-1,4.66
KRTAP16-1,4.45
KRTAP17-1,5.69
KRT33A,5.04
KRT37,5.49
KRT38,6.68
KRT32,5.29
KRT35,6.92
KRT36,4.48
KRT13,4.43
KRT15; MIR6510,6.91
KRT19,7.67
KRT9,5.18
KRT14,3.67
KRT16,9.04
KRT17,7.81
HAP1,9.42
JUP,9.68
P3H4,6.15
NT5C3B,12.86
KLHL11,8.45
ACLY,14.81
CNP,9.24
DNAJC7,14.72
DNAJC7,7.08
DNAJC7,8.73
NKIRAS2,8.18
ZNF385C,6.53
DHX58,6.56
KAT2A,6.77
KCNH4,6.12
HCRT,5.31
GHDC,7.24
STAT5B,9.67
STAT5B,5.3
STAT3,13.08
PTRF,10.67
PSMC3IP,10.08
FAM134C,11.58
PLEKHH3,6.08
CCR10,5.51
EZH1,9.34
COA3,11.27
BECN1,11.63
PTGES3L-AARSD1; PTGES3L; AARSD1,10.56
VAT1,13.57
BRCA1,10.88
ETV4,7.85
MEOX1,7.08
SOST,6.51
DUSP3,12.01
MPP3,7.75
MPP2,5.9
PPY,4.7
PYY,6.82
LSM12,14.21
HDAC5,7.67
ASB16-AS1,9.42
ATXN7L3,7.09
UBTF,11.62
SLC4A1,4.87
SLC25A39,7.73
GRN,7.58
FAM171A2,7.07
ITGA2B,7.09
GPATCH8,14.0
CCDC43,12.58
GJC1,13.43
EFTUD2,13.18
KIF18B,10.89
KIF18B,6.37
C1QL1,13.4
DCAKD,14.04
PLCD3,7.11
SPATA32,5.03
MAP3K14,10.25
ARHGAP27,4.64
PLEKHM1; MIR4315-1,9.36
KANSL1,11.84
ARL17B,12.26
ARL17B; ARL17A,12.08
RPRML,7.02
CDC27,14.62
KPNB1,5.36
OSBPL7,4.17
MRPL10,10.2
SCRN2,8.1
SP6,6.03
PRR15L,3.46
COPZ2,5.7
CBX1,13.6
SKAP1,5.33
HOXB1,5.88
HOXB5,6.2
HOXB8,4.1
HOXB9,5.82
PRAC1,4.39
HOXB13,5.31
TTLL6,4.13
SNF8,14.25
GIP,6.76
GNGT2,6.56
PHOSPHO1,6.38
ZNF652,11.3
PHB,16.32
SPOP,10.09
SLC35B1,12.83
FAM117A,6.71
TAC4,8.38
DLX3,4.23
SAMD14,4.92
PPP1R9B,8.58
COL1A1,7.37
MRPL27,11.64
LRRC59,13.75
CHAD,5.07
ANKRD40,13.32
LINC00483,5.08
TOB1,13.51
SPAG9,14.17
MBTD1,9.9
CA10,5.16
COX11,13.5
MMD,10.08
TMEM100,5.9
C17orf67,6.53
TRIM25; MIR3614,12.52
COIL,11.63
CCDC182,3.76
MRPS23,10.46
CUEDC1,11.67
VEZF1,11.82
DYNLL2,5.02
MKS1,5.8
MPO,5.15
BZRAP1,6.29
HSF5,4.05
MTMR4,10.4
SEPT4,6.12
C17orf47,6.18
TEX14,5.52
TRIM37,10.9
TRIM37,9.26
SKA2,15.73
PTRH2,12.56
TUBD1,11.69
HEATR6,12.08
LOC653653; AC025048.1,6.62
USP32,11.19
APPBP2,11.82
NACA2,11.63
BRIP1,12.84
INTS2,12.26
MED13,14.04
MARCH10,4.79
CYB561,5.12
LIMD2,8.82
FTSJ3,9.18
SMARCD2,11.81
CSH1,4.14
CD79B,8.22
SCN4A,4.32
ICAM2,4.82
ERN1,8.64
TEX2,10.98
PECAM1,5.34
POLG2,9.96
DDX5; MIR3064; MIR5047,15.51
SMURF2,14.18
LRRC37A3,9.39
GNA13,13.69
APOH,6.02
HELZ,13.66
PSMD12,15.32
C17orf58,7.18
SLC16A6,12.46
WIPI1,11.37
FAM20A,4.88
ABCA8,8.87
ABCA9,5.78
ABCA6,6.32
SLC39A11,10.34
FAM104A,10.52
SDK2,5.39
CPSF4L,4.63
CDC42EP4,5.54
BTBD17,4.16
CD300LB,7.5
CD300C,6.28
CD300LD,7.84
CD300E,5.85
CD300LF,7.0
NAT9,10.4
GRIN2C,5.97
FDXR,8.43
FDXR,4.15
FADS6,4.87
USH1G,4.98
HID1,6.21
ATP5H,13.64
NT5C,8.09
GGA3,9.29
MIF4GD,7.84
SLC25A19,8.98
GRB2,13.86
CASKIN2,9.1
MYO15B,4.56
RECQL5,8.04
GALK1,8.91
UNC13D,4.74
WBP2,14.73
TRIM47,7.12
TRIM65,4.98
ACOX1,10.82
EVPL,8.84
SRP68,12.03
EXOC7,9.8
FOXJ1,5.67
RNF157,8.86
QRICH2,6.33
QRICH2,5.06
PRPSAP1,11.49
UBE2O,9.67
RHBDF2,11.49
ST6GALNAC2,6.51
ST6GALNAC1,7.71
MXRA7,13.28
JMJD6,8.96
SRSF2; MIR636,13.65
TK1,12.5
SOCS3,5.62
DNAH17,5.13
CYTH1,9.55
USP36,11.56
CEP295NL; TIMP2,12.27
LGALS3BP,12.19
CANT1,8.59
RBFOX3,5.87
CBX8,7.8
CBX4,9.26
TBC1D16,6.61
EIF4A3,10.05
SGSH,8.59
NPTX1,7.78
AATK,8.48
CEP131,8.97
ENTHD2,8.16
SLC38A10,10.92
LINC00482,5.38
TMEM105,5.91
LOC100130370; RP11-1055B8.3,7.45
ACTG1,17.08
FAAP100,7.06
NPLOC4,12.91
PDE6G,5.58
OXLD1,6.86
ARL16,9.37
FAM195B,8.54
PPP1R27,5.73
P4HB,14.33
ARHGDIA,13.65
ALYREF,13.02
PCYT2,6.83
NOTUM,5.46
STRA13,9.3
DCXR,10.86
RFNG,7.35
DUS1L,8.07
FASN,13.24
CCDC57,6.21
CSNK1D,12.92
CD7,8.41
SECTM1,5.91
OGFOD3,5.97
C17orf62,11.61
WDR45B,13.47
RAB40B,9.26
ZNF750,3.7
B3GNTL1,5.62
WSCD1,5.67
WSCD1,4.08
SPEM1,3.83
FGF11,5.2
CHRNB1,8.15
TNFSF12,3.87
TNFSF13,6.17
TNFSF12-TNFSF13,6.27
SENP3-EIF4A1,11.89
SENP3,11.2
EIF4A1; SNORD10; SNORA67; SNORA48,14.32
CD68,9.33
NDEL1,5.28
NDEL1,10.77
ZNF286A,9.14
TBC1D26,5.68
TTC19,9.18
PIGL,8.93
PIGL,6.23
CCDC144A,10.39
PRPSAP2,10.74
LOC79999; LOC388436; RP11-744A16.4,6.61
EPN2; EPN2-IT1,13.07
SLC47A1,9.36
CCDC144NL-AS1,6.42
KSR1,8.92
LGALS9,6.03
TMEM199; MIR4723,10.87
SARM1,5.54
TBC1D29,6.34
ADAP2,7.32
LRRC37B,9.55
LRRC37B,10.49
RHBDL3,6.24
ZNF207; MIR632,15.38
TMEM98,8.59
UNC45B,4.29
TBC1D3K,7.39
TBC1D3H; TBC1D3L; TBC1D3I; LOC101060389; TBC1D3C; TBC1D3; TBC1D3D,9.14
TBC1D3L; TBC1D3E,8.73
LOC101060389; TBC1D3D,9.42
TBC1D3E,10.04
CDK12,11.82
CDK12,5.62
STARD3,8.42
TCAP,8.72
ERBB2,7.0
MIR4728; ERBB2,8.89
ERBB2,5.51
KRTAP4-7,5.59
KRTAP4-9,8.83
KRTAP9-1,5.12
KRTAP9-2,6.4
KRTAP9-9,5.66
KRTAP9-3,5.25
KRTAP9-8,6.16
NAGLU,7.71
COASY,11.93
PSME3,6.31
PSME3,13.27
DHX8,14.26
MEIOC,4.99
MEIOC,6.73
CRHR1,5.0
MGC57346-CRHR1; RP11-105N13.4,11.58
GOSR2,9.5
ITGB3,8.32
EFCAB13,6.02
PNPO,10.13
CDK5RAP3,10.1
HOXB-AS3,4.9
EPN3,4.64
SPATA20,8.06
LUC7L3,15.03
PRR11,14.12
SMG8,9.39
RPS6KB1,14.32
CA4,5.3
ACE,3.96
ARSG,4.98
PRKAR1A; ARSG,11.43
PRKAR1A,12.87
SSTR2,5.67
COG1,12.23
TSEN54,6.38
LLGL2,5.71
METTL23,12.93
MFSD11,9.31
MRPL12,11.28
SLC25A10,9.11
ANAPC11,10.03
NPB,6.06
RPH3AL,7.06
TBC1D3B; TBC1D3H; TBC1D3I; TBC1D3F; TBC1D3G,8.47
GLOD4,7.34
ABR,9.56
METTL16,5.33
METTL16,10.05
OR3A2,5.23
SPATA22,5.33
TRPV3,4.38
TRPV1,6.63
SHPK; TRPV1,6.34
TAX1BP3,7.87
P2RX5,7.21
P2RX5-TAX1BP3,6.08
NUP88,6.22
NUP88,10.97
C1QBP,13.08
DHX33,9.51
GABARAP,12.88
CTDNEP1,10.27
CLDN7,9.17
GPS2,11.4
NEURL4,6.85
NAA38,8.43
KCNAB3,5.15
TRAPPC1,14.32
PER1; MIR6883,7.23
VAMP2,9.45
KRBA2,5.75
RPL26,15.79
DHRS7C,4.66
GSG1L2,6.34
CDRT1,6.36
TRIM16,8.45
TBC1D27,6.91
TNFRSF13B,6.99
PLD6,7.84
FLCN,7.64
TBC1D28,5.41
ZNF286B; FOXO3B,10.8
NOS2,4.84
LYRM9,4.65
SEBOX,3.53
VTN,7.09
SPAG5,8.88
SGK494; FLJ25006; KIAA0100andSGK494andSPAG5; RP11-192H23.4,6.91
OMG,5.85
OMG,5.37
RAD51L3-RFFL,9.47
RAD51D,8.12
RFFL,9.28
SLFN12L,5.01
MYO19,9.99
TBC1D3L,9.93
TBC1D3C,9.01
KRT25,5.19
KRT27,5.74
KRT12,4.92
KRT39,3.66
SMARCE1,14.7
KRT222,9.71
KRTAP1-3,6.22
KRTAP1-1,5.55
KRTAP4-8,8.1
KRTAP4-11,6.12
KRTAP4-6,4.64
KRTAP4-5,6.66
KRTAP4-4,4.51
KRTAP4-3,4.84
KRT33B,4.96
KRT34,6.89
KRT31,5.71
KAT2A,8.69
RAB5C,14.03
TMEM101,10.79
GFAP,5.89
LRRC37A4P,9.14
WNT3,6.07
WNT3,4.47
HOXB2,4.89
HOXB3; HOXB4; MIR10A,7.72
HOXB6,7.05
HOXB7,7.83
SRSF1,15.74
SUPT4H1,12.52
RNF43,7.2
RNFT1,11.37
TBC1D3P1-DHX40P1,12.0
STRADA,13.36
CCDC47,15.51
CSH2,6.25
GH2,3.95
CSHL1,5.75
GH1,5.49
AXIN2,6.91
CEP112,8.84
ABCA10,4.97
ABCA5,9.57
HN1,13.6
SUMO2,15.66
H3F3B,15.27
MIR4738; H3F3B,3.98
MRPL38,10.68
FBF1,7.79
EXOC7; MIR6868,12.11
CYGB,5.73
CYGB; RP11-666A8.8,5.35
TMC6,10.25
SIRT7,7.11
MAFG,5.99
PYCR1,9.4
MYADML2,6.92
USP14,13.39
CETN1,6.3
CLUL1,5.69
TYMS,13.34
ADCYAP1,4.71
NDC80,13.63
SMCHD1,11.85
EMILIN2,5.96
MYL12A,14.59
MYL12B,14.86
TGIF1,13.59
DLGAP1,4.26
L3MBTL4,4.12
LINC01387,5.86
ARHGAP28,5.13
LRRC30,5.47
PTPRM,13.44
RAB12,9.52
MTCL1,6.56
TWSG1,12.74
RALBP1,11.84
RAB31,5.57
RAB31,11.99
TXNDC2,6.81
VAPA,13.66
VAPA,9.54
APCDD1,4.28
NAPG,11.02
SLC35G4,7.07
GNAL,8.67
CHMP1B,12.48
IMPA2,10.01
ANKRD62,5.85
CIDEA,5.53
TUBB6,10.58
PRELID3A,6.81
PSMG2,12.04
SEH1L,12.43
CEP192,9.88
LDLRAD4,4.95
RNMT,11.88
MC5R,5.36
ANKRD30B,11.61
GREB1L,5.23
SNRPD1,13.27
MIB1,10.45
GATA6,6.62
CABLES1,9.8
RIOK3,11.99
C18orf8,9.62
LAMA3,12.67
TTC39C,8.95
CABYR,9.98
IMPACT,8.59
HRH4,4.29
PSMA8,4.85
TAF4B,6.44
DSG1,5.18
DSG4,4.59
DSG3,4.73
DSG2,12.89
TTR,6.79
MEP1B,5.22
ASXL3,4.66
DTNA,6.72
DTNA,5.38
MAPRE2,12.34
ZNF397,8.49
GALNT1,10.42
C18orf21,9.38
ELP2,10.35
MOCOS,9.26
FHOD3,6.36
KIAA1328,7.45
PIK3C3,10.78
SETBP1,7.51
SETBP1,6.2
SLC14A2,5.44
SLC14A1,6.29
SIGLEC15,6.22
HAUS1,8.13
C18orf25,12.77
RNF165,5.02
KATNAL2,5.83
CTIF; MIR4743,5.42
LIPG,6.67
SKA1,9.53
MAPK4,5.75
ME2,13.09
LOC100287225; RP11-267C16.1,6.66
DCC,5.14
POLI,9.98
C18orf54,11.6
DYNAP,4.85
RAB27B,12.96
TCF4,4.88
WDR7,9.28
BOD1L2,4.85
ST8SIA3,3.73
ONECUT2,7.02
NEDD4L,15.33
MALT1,13.44
ZNF532,10.99
SEC11C,9.61
GRP,6.53
PMAIP1,7.09
CDH20,4.57
KIAA1468,9.41
TNFRSF11A,7.12
TNFRSF11A,6.32
ZCCHC2,8.98
PHLPP1,9.0
SERPINB5,3.74
SERPINB12,5.68
SERPINB13,5.08
SERPINB11,4.51
SERPINB7,4.89
CDH7,5.6
CCDC102B,7.21
DOK6,3.5
SOCS6,9.66
TIMM21,13.02
C18orf63,4.59
CNDP2,12.86
CNDP1,5.82
ZNF407,10.0
TSHZ1,4.93
C18orf65,5.6
LOC400661; AC034110.1,4.65
ZNF236,10.26
SALL3,8.55
ATP9B,9.46
NFATC1,5.06
CTDP1,10.53
KCNG2,6.29
HSBP1L1,10.23
RBFA; RBFADN,7.76
ADNP2,11.04
THOC1,9.97
COLEC12,4.82
TYMSOS,5.22
ENOSF1,10.08
YES1,13.03
METTL4,10.83
LPIN2,9.87
MYOM1,5.35
DLGAP1,4.38
DLGAP1,5.4
C18orf42,4.09
ZBTB14,9.13
EPB41L3,4.98
TMEM200C,3.28
L3MBTL4,6.26
LINC00668,4.41
LAMA1,5.68
PPP4R1,12.19
PIEZO2,8.61
MPPE1,7.96
AFG3L2,11.0
SPIRE1,10.87
CEP76,7.12
PTPN2,10.66
PTPN2,7.12
FAM210A,10.37
MC2R,5.23
POTEC,4.1
ROCK1,11.54
ESCO1,11.74
ABHD3,9.74
ABHD3,7.71
CTAGE1,4.67
TMEM241,10.13
NPC1,13.73
ANKRD29,9.7
OSBPL1A,10.59
OSBPL1A,5.24
ZNF521,4.32
SS18,13.23
DHFR; DHFRP1,13.0
KCTD1,11.74
AQP4,6.24
CHST9,8.72
CDH2,10.54
DSC3,11.63
DSC1,4.04
B4GALT6,9.92
SLC25A52,8.68
TRAPPC8,10.87
GAREM1,8.13
KLHL14,5.49
CCDC178,4.01
NOL4,4.48
ZSCAN30,5.88
ZNF24,12.59
ZNF396,4.61
INO80C,6.84
RPRD1A,12.31
SLC39A6,13.52
TPGS2,12.67
CELF4,5.07
RIT2,4.62
SYT4,3.26
EPG5,10.78
PSTPIP2,6.58
ATP5A1,11.15
LOXHD1,3.88
PIAS2,6.91
TCEB3CL2; TCEB3CL,6.88
TCEB3C,6.38
TCEB3B,4.57
SKOR2,4.23
ZBTB7C,4.44
SMAD7,11.6
SMAD7,8.5
DYM,11.23
CFAP53,4.73
MBD1,10.43
CXXC1,8.92
MRO,4.83
MEX3C,9.78
MBD2,14.06
STARD6,5.43
CCDC68,8.64
TCF4,5.94
TXNL1,13.52
FECH,9.53
NARS,14.47
