gene,value
MNT,8.09
CLUH,9.24
OR1D5,5.08
OR1D2,4.1
OR1G1,4.43
OR1P1,5.91
OR3A1,3.56
OR1E1,6.01
OR1E2,5.73
ITGAE,9.59
NCBP3,8.58
CAMKK1,5.98
P2RX1,6.59
ATP2A3,8.3
ZZEF1,7.33
ANKFY1,9.39
UBE2G1,12.8
MYBBP1A,7.83
GGT6,6.43
ALOX15,7.31
PELP1,11.3
CXCL16,9.09
VMO1,5.59
CHRNE,3.62
SLC25A11,11.19
PFN1,15.32
SPAG7,6.37
CAMTA2,10.23
INCA1,7.83
SLC52A1,8.11
ZNF232,8.05
ZNF594,8.62
SCIMP,6.46
DERL2,8.9
NLRP1,6.11
AIPL1,4.78
PITPNM3,4.6
KIAA0753,8.26
MED31,10.0
SLC13A5,7.26
TEKT1,5.37
SLC16A11,8.27
CLEC10A,4.54
ASGR2,5.8
ASGR1,6.45
DLG4,6.6
DVL2,10.86
PHF23,9.26
YBX2,6.49
PLSCR3; TMEM256; TMEM256-PLSCR3,9.33
ZBTB4,7.8
SOX15,5.46
FXR2,10.46
SAT2,7.18
TP53,11.97
ALOX12B,5.25
ALOXE3,4.8
HES7,5.4
TMEM107; SNORD118,8.76
BORCS6,6.21
AURKB,10.36
CTC1,7.71
SLC25A35,7.02
RNF222,4.03
MYH10,15.08
CCDC42,7.43
SPDYE4,4.5
MFSD6L,4.61
PIK3R6,8.06
PIK3R5,5.66
STX8,10.43
RCVRN,5.35
GAS7,5.05
MYH13,4.38
MYH8,4.27
MYH4,4.7
MYH1,4.11
MYH2,5.15
MYH3,4.57
SCO1,11.64
TMEM220,7.52
PIRT,4.06
ZNF18,6.47
ELAC2,9.69
HS3ST3A1,6.99
HS3ST3A1,5.21
CDRT15,6.83
PMP22,13.44
TEKT3,4.89
TVP23C; CDRT4; TVP23C-CDRT4,13.34
UBE2S; UBE2SP1,6.68
ZSWIM7,6.92
NCOR1,12.11
CENPV,8.67
LRRC75A,4.01
ZNF287,4.16
ZNF624,8.79
COPS3,12.34
RASD1,6.64
PEMT,8.19
SMCR5,3.69
SREBF1,8.56
TOM1L2,9.8
ATPAF2,9.17
FLII,10.45
TOP3A,8.01
SHMT1; MIR6778,10.39
USP32P2; FAM106A; CCDC144B,12.16
FAM83G,7.32
GRAP,4.21
LOC79999; LOC388436; AC007952.6,7.3
B9D1,10.74
MFAP4,3.91
SLC47A2,6.46
ALDH3A1,6.55
ULK2,8.16
AKAP10,10.34
LGALS9B,6.39
CCDC144NL,8.36
USP22,13.52
TMEM11,12.66
NATD1,5.09
C17orf51,8.33
KRT18P55,5.24
IFT20,8.43
POLDIP2,10.56
SLC46A1,7.17
UNC119,9.86
PIGS,9.55
ALDOC,6.78
KIAA0100,10.95
SDF2,9.36
PROCA1,6.15
RAB34,9.26
TLCD1,9.01
FAM222B,7.35
FLOT2,8.08
DHRS13,7.57
PHF12,9.6
SEZ6,7.68
TIAF1; MYO18A,8.84
NUFIP2,11.48
NUFIP2; rerdy,6.54
ABHD15,6.68
GIT1,11.17
CORO6,4.87
SSH2,10.94
SLC6A4,7.33
BLMH,9.9
TMIGD1,4.08
CRLF3,8.52
CRLF3,7.38
CRLF3,12.08
TEFM,7.3
EVI2A; EVI2B,10.18
COPRS,10.53
UTP6,9.45
C17orf75,9.61
MYO1D,5.26
RP11-466A19.5; MYO1D,4.72
ASIC2,6.62
CCL1,5.07
C17orf102,3.82
CCT6B,5.91
NLE1,7.75
SLC35G3,4.92
SLFN11,5.04
SLFN12,10.11
SLFN13,4.99
SLFN14,5.04
PEX12,8.06
GAS2L2,6.89
MMP28,4.22
HEATR9,3.85
CCL5,6.88
RDM1,7.16
LYZL6,5.85
CCL16,6.25
CCL14; CCL15; CCL15-CCL14,4.75
CCL23,6.35
CCL3,4.7
CCL3L3; CCL3L1,3.96
TBC1D3H; TBC1D3G; TBC1D3I; LOC101060389; TBC1D3C; TBC1D3,4.07
ACACA,12.55
ACACA,6.33
SYNRG,11.89
DDX52,13.42
HNF1B,11.72
YWHAEP7,10.29
TBC1D3,8.85
GPR179,5.85
SRCIN1,5.68
C17orf96,4.08
PCGF2,11.98
PIP4K2B,9.97
CWC25,8.96
C17orf98,4.06
RPL23; SNORA21,16.08
FBXO47,3.87
PLXDC1,6.57
ARL5C,5.07
CACNB1,8.58
STAC2,5.98
FBXL20,9.58
MED1,12.89
NEUROD2,3.87
PGAP3,5.77
MIEN1,7.33
IKZF3,6.73
GSDMB,7.17
ORMDL3,9.46
MED24; MIR6884,11.65
NR1D1,8.39
GJD3,5.52
TOP2A,14.43
TNS4,6.07
CCR7,3.88
KRT24,5.61
KRT26,4.28
KRT28,4.48
KRT10,5.04
KRT20,5.92
KRT23,5.15
KRT40,5.04
KRTAP3-3,5.53
KRTAP3-2,5.78
KRTAP3-1,9.26
KRTAP1-5,4.01
KRTAP1-4,7.03
KRTAP2-1,8.09
KRTAP2-2,8.69
KRTAP2-3,9.31
KRTAP2-4,10.57
KRTAP4-12,4.24
KRTAP4-2,4.9
KRTAP4-1,4.95
KRTAP29-1,4.52
KRTAP16-1,4.41
KRTAP17-1,5.75
KRT33A,5.05
KRT37,5.07
KRT38,6.7
KRT32,5.1
KRT35,6.65
KRT36,4.33
KRT13,4.51
KRT15; MIR6510,6.58
KRT19,9.07
KRT9,4.86
KRT14,3.66
KRT16,9.57
KRT17,7.76
HAP1,9.2
JUP,8.93
P3H4,6.01
NT5C3B,12.75
KLHL11,7.6
ACLY,14.56
CNP,9.58
DNAJC7,14.45
DNAJC7,6.61
DNAJC7,8.45
NKIRAS2,8.06
ZNF385C,6.52
DHX58,6.44
KAT2A,7.04
KCNH4,5.94
HCRT,5.51
GHDC,7.46
STAT5B,9.57
STAT5B,6.29
STAT3,12.75
PTRF,10.65
PSMC3IP,9.18
FAM134C,11.56
PLEKHH3,5.48
CCR10,5.2
EZH1,8.63
COA3,10.57
BECN1,11.28
PTGES3L-AARSD1; PTGES3L; AARSD1,9.85
VAT1,13.6
BRCA1,10.27
ETV4,7.25
MEOX1,7.19
SOST,6.19
DUSP3,12.55
MPP3,7.34
MPP2,5.76
PPY,4.83
PYY,7.19
LSM12,13.9
HDAC5,7.66
ASB16-AS1,9.2
ATXN7L3,7.04
UBTF,11.76
SLC4A1,4.81
SLC25A39,8.2
GRN,7.49
FAM171A2,7.34
ITGA2B,6.25
GPATCH8,13.94
CCDC43,12.56
GJC1,12.75
EFTUD2,13.17
KIF18B,10.46
KIF18B,6.49
C1QL1,14.17
DCAKD,13.92
PLCD3,6.67
SPATA32,5.02
MAP3K14,9.78
ARHGAP27,4.9
PLEKHM1; MIR4315-1,9.69
KANSL1,11.86
ARL17B,11.83
ARL17B; ARL17A,11.61
RPRML,7.09
CDC27,14.07
KPNB1,5.87
OSBPL7,4.19
MRPL10,9.95
SCRN2,8.15
SP6,6.31
PRR15L,3.85
COPZ2,5.6
CBX1,13.28
SKAP1,5.24
HOXB1,6.01
HOXB5,6.73
HOXB8,4.53
HOXB9,9.78
PRAC1,4.28
HOXB13,5.82
TTLL6,4.31
SNF8,14.23
GIP,6.96
GNGT2,6.48
PHOSPHO1,6.18
ZNF652,11.07
PHB,16.21
SPOP,9.25
SLC35B1,12.99
FAM117A,5.72
TAC4,8.26
DLX3,4.28
SAMD14,4.8
PPP1R9B,8.46
COL1A1,7.86
MRPL27,11.41
LRRC59,13.93
CHAD,4.86
ANKRD40,12.87
LINC00483,5.37
TOB1,13.59
SPAG9,14.27
MBTD1,9.74
CA10,5.26
COX11,13.53
MMD,10.14
TMEM100,5.88
C17orf67,6.66
TRIM25; MIR3614,12.51
COIL,11.42
CCDC182,3.69
MRPS23,11.01
CUEDC1,11.55
VEZF1,12.35
DYNLL2,5.37
MKS1,6.12
MPO,5.13
BZRAP1,6.54
HSF5,3.75
MTMR4,10.48
SEPT4,6.26
C17orf47,6.12
TEX14,5.26
TRIM37,10.84
TRIM37,8.9
SKA2,15.34
PTRH2,12.27
TUBD1,11.77
HEATR6,11.61
LOC653653; AC025048.1,6.87
USP32,10.76
APPBP2,11.46
NACA2,11.7
BRIP1,12.68
INTS2,11.42
MED13,13.82
MARCH10,4.58
CYB561,5.45
LIMD2,8.89
FTSJ3,8.36
SMARCD2,11.18
CSH1,4.58
CD79B,8.28
SCN4A,4.72
ICAM2,5.58
ERN1,8.55
TEX2,11.22
PECAM1,4.91
POLG2,9.27
DDX5; MIR3064; MIR5047,15.38
SMURF2,13.31
LRRC37A3,9.51
GNA13,13.56
APOH,5.68
HELZ,12.95
PSMD12,14.93
C17orf58,6.63
SLC16A6,12.64
WIPI1,11.62
FAM20A,4.43
ABCA8,10.29
ABCA9,5.84
ABCA6,7.2
SLC39A11,10.39
FAM104A,10.28
SDK2,5.78
CPSF4L,4.79
CDC42EP4,5.74
BTBD17,4.41
CD300LB,7.58
CD300C,5.68
CD300LD,7.52
CD300E,6.07
CD300LF,6.5
NAT9,10.27
GRIN2C,6.33
FDXR,8.4
FDXR,4.16
FADS6,4.28
USH1G,4.97
HID1,6.43
ATP5H,13.42
NT5C,7.91
GGA3,9.5
MIF4GD,7.24
SLC25A19,8.63
GRB2,13.75
CASKIN2,9.39
MYO15B,4.45
RECQL5,7.63
GALK1,9.08
UNC13D,4.76
WBP2,14.4
TRIM47,7.59
TRIM65,4.94
ACOX1,10.67
EVPL,8.91
SRP68,11.98
EXOC7,9.45
FOXJ1,5.33
RNF157,8.31
QRICH2,6.48
QRICH2,5.47
PRPSAP1,11.24
UBE2O,9.51
RHBDF2,11.62
ST6GALNAC2,7.04
ST6GALNAC1,7.06
MXRA7,12.86
JMJD6,8.55
SRSF2; MIR636,13.4
TK1,11.89
SOCS3,4.94
DNAH17,5.32
CYTH1,10.15
USP36,11.11
CEP295NL; TIMP2,12.13
LGALS3BP,13.12
CANT1,8.58
RBFOX3,5.48
CBX8,8.3
CBX4,9.65
TBC1D16,7.2
EIF4A3,9.69
SGSH,8.48
NPTX1,9.44
AATK,8.92
CEP131,9.15
ENTHD2,7.71
SLC38A10,11.16
LINC00482,5.46
TMEM105,6.12
LOC100130370; RP11-1055B8.3,7.76
ACTG1,16.99
FAAP100,7.87
NPLOC4,12.94
PDE6G,5.4
OXLD1,6.79
ARL16,9.33
FAM195B,9.02
PPP1R27,5.67
P4HB,14.01
ARHGDIA,13.91
ALYREF,12.81
PCYT2,7.36
NOTUM,5.49
STRA13,8.82
DCXR,10.85
RFNG,7.71
DUS1L,8.33
FASN,13.63
CCDC57,6.16
CSNK1D,12.78
CD7,7.68
SECTM1,5.7
OGFOD3,6.3
C17orf62,12.12
WDR45B,13.32
RAB40B,8.85
ZNF750,3.67
B3GNTL1,5.49
WSCD1,5.65
WSCD1,4.09
SPEM1,4.08
FGF11,5.81
CHRNB1,7.23
TNFSF12,3.99
TNFSF13,6.55
TNFSF12-TNFSF13,6.44
SENP3-EIF4A1,11.63
SENP3,10.82
EIF4A1; SNORD10; SNORA67; SNORA48,14.28
CD68,8.4
NDEL1,5.09
NDEL1,10.48
ZNF286A,8.34
TBC1D26,5.69
TTC19,9.41
PIGL,9.05
PIGL,6.51
CCDC144A,10.49
PRPSAP2,10.25
LOC79999; LOC388436; RP11-744A16.4,5.24
EPN2; EPN2-IT1,12.4
SLC47A1,10.19
CCDC144NL-AS1,6.18
KSR1,9.1
LGALS9,5.87
TMEM199; MIR4723,10.6
SARM1,5.02
TBC1D29,6.54
ADAP2,7.22
LRRC37B,9.34
LRRC37B,9.99
RHBDL3,6.06
ZNF207; MIR632,15.25
TMEM98,9.7
UNC45B,4.3
TBC1D3K,7.27
TBC1D3H; TBC1D3L; TBC1D3I; LOC101060389; TBC1D3C; TBC1D3; TBC1D3D,9.15
TBC1D3L; TBC1D3E,8.37
LOC101060389; TBC1D3D,9.5
TBC1D3E,10.13
CDK12,11.33
CDK12,6.02
STARD3,8.26
TCAP,9.02
ERBB2,7.32
MIR4728; ERBB2,8.8
ERBB2,5.4
KRTAP4-7,5.45
KRTAP4-9,8.51
KRTAP9-1,5.56
KRTAP9-2,6.19
KRTAP9-9,5.93
KRTAP9-3,4.74
KRTAP9-8,6.15
NAGLU,7.59
COASY,11.86
PSME3,6.19
PSME3,12.77
DHX8,13.92
MEIOC,4.83
MEIOC,6.93
CRHR1,5.12
MGC57346-CRHR1; RP11-105N13.4,11.96
GOSR2,9.03
ITGB3,8.69
EFCAB13,6.26
PNPO,10.42
CDK5RAP3,10.14
HOXB-AS3,6.44
EPN3,4.58
SPATA20,8.18
LUC7L3,14.74
PRR11,13.9
SMG8,8.59
RPS6KB1,13.92
CA4,5.46
ACE,4.15
ARSG,4.81
PRKAR1A; ARSG,11.44
PRKAR1A,12.81
SSTR2,5.67
COG1,12.01
TSEN54,6.22
LLGL2,6.29
METTL23,12.52
MFSD11,9.75
MRPL12,11.52
SLC25A10,9.43
ANAPC11,9.83
NPB,6.01
RPH3AL,7.06
TBC1D3B; TBC1D3H; TBC1D3I; TBC1D3F; TBC1D3G,8.53
GLOD4,6.79
ABR,9.83
METTL16,5.41
METTL16,9.46
OR3A2,5.14
SPATA22,5.11
TRPV3,4.6
TRPV1,6.58
SHPK; TRPV1,5.88
TAX1BP3,7.95
P2RX5,6.92
P2RX5-TAX1BP3,6.12
NUP88,5.73
NUP88,10.51
C1QBP,13.0
DHX33,8.4
GABARAP,13.26
CTDNEP1,9.94
CLDN7,8.93
GPS2,10.89
NEURL4,6.3
NAA38,8.65
KCNAB3,4.54
TRAPPC1,14.29
PER1; MIR6883,6.52
VAMP2,8.91
KRBA2,5.58
RPL26,15.74
DHRS7C,4.57
GSG1L2,6.6
CDRT1,6.55
TRIM16,8.45
TBC1D27,6.7
TNFRSF13B,6.82
PLD6,7.03
FLCN,7.48
TBC1D28,5.22
ZNF286B; FOXO3B,10.37
NOS2,4.83
LYRM9,4.49
SEBOX,3.6
VTN,6.67
SPAG5,8.09
SGK494; FLJ25006; KIAA0100andSGK494andSPAG5; RP11-192H23.4,6.94
OMG,5.28
OMG,5.15
RAD51L3-RFFL,9.2
RAD51D,7.6
RFFL,8.15
SLFN12L,4.46
MYO19,8.83
TBC1D3L,9.96
TBC1D3C,9.16
KRT25,5.17
KRT27,5.16
KRT12,5.0
KRT39,3.43
SMARCE1,14.47
KRT222,10.27
KRTAP1-3,6.22
KRTAP1-1,5.43
KRTAP4-8,7.79
KRTAP4-11,5.66
KRTAP4-6,4.89
KRTAP4-5,6.64
KRTAP4-4,4.39
KRTAP4-3,4.6
KRT33B,5.24
KRT34,6.83
KRT31,5.74
KAT2A,9.09
RAB5C,13.71
TMEM101,9.97
GFAP,5.7
LRRC37A4P,9.2
WNT3,6.17
WNT3,4.51
HOXB2,5.48
HOXB3; HOXB4; MIR10A,9.52
HOXB6,8.06
HOXB7,9.42
SRSF1,15.59
SUPT4H1,12.97
RNF43,8.81
RNFT1,11.02
TBC1D3P1-DHX40P1,12.15
STRADA,13.53
CCDC47,15.65
CSH2,6.55
GH2,4.36
CSHL1,5.81
GH1,5.95
AXIN2,6.49
CEP112,8.6
ABCA10,5.09
ABCA5,10.83
HN1,12.91
SUMO2,15.62
H3F3B,15.32
MIR4738; H3F3B,3.93
MRPL38,10.52
FBF1,7.89
EXOC7; MIR6868,12.5
CYGB,6.37
CYGB; RP11-666A8.8,5.53
TMC6,10.57
SIRT7,6.63
MAFG,6.04
PYCR1,9.32
MYADML2,6.99
USP14,13.37
CETN1,6.68
CLUL1,5.81
TYMS,12.87
ADCYAP1,4.69
NDC80,13.28
SMCHD1,11.84
EMILIN2,5.43
MYL12A,14.4
MYL12B,14.85
TGIF1,13.29
DLGAP1,4.16
L3MBTL4,3.84
LINC01387,6.11
ARHGAP28,5.05
LRRC30,6.11
PTPRM,13.1
RAB12,9.44
MTCL1,6.06
TWSG1,13.03
RALBP1,11.61
RAB31,5.75
RAB31,11.82
TXNDC2,7.03
VAPA,13.82
VAPA,9.16
APCDD1,4.2
NAPG,11.1
SLC35G4,7.32
GNAL,8.74
CHMP1B,12.67
IMPA2,10.54
ANKRD62,6.27
CIDEA,5.47
TUBB6,9.96
PRELID3A,6.9
PSMG2,12.04
SEH1L,12.18
CEP192,10.11
LDLRAD4,5.09
RNMT,11.48
MC5R,5.13
ANKRD30B,11.29
GREB1L,5.39
SNRPD1,13.16
MIB1,10.9
GATA6,6.34
CABLES1,10.93
RIOK3,11.18
C18orf8,9.41
LAMA3,12.92
TTC39C,8.34
CABYR,10.01
IMPACT,8.71
HRH4,4.34
PSMA8,4.29
TAF4B,6.08
DSG1,5.61
DSG4,4.29
DSG3,4.24
DSG2,13.44
TTR,6.7
MEP1B,5.33
ASXL3,4.31
DTNA,7.78
DTNA,5.41
MAPRE2,12.48
ZNF397,8.31
GALNT1,10.44
C18orf21,9.3
ELP2,10.02
MOCOS,8.94
FHOD3,6.95
KIAA1328,7.12
PIK3C3,10.54
SETBP1,8.03
SETBP1,6.08
SLC14A2,5.76
SLC14A1,12.89
SIGLEC15,6.49
HAUS1,8.13
C18orf25,12.04
RNF165,4.78
KATNAL2,6.68
CTIF; MIR4743,5.52
LIPG,6.86
SKA1,9.24
MAPK4,5.56
ME2,13.14
LOC100287225; RP11-267C16.1,7.29
DCC,5.66
POLI,9.91
C18orf54,11.14
DYNAP,4.82
RAB27B,13.3
TCF4,4.58
WDR7,9.29
BOD1L2,4.66
ST8SIA3,3.68
ONECUT2,6.97
NEDD4L,14.29
MALT1,13.54
ZNF532,11.51
SEC11C,9.41
GRP,6.73
PMAIP1,8.18
CDH20,4.76
KIAA1468,9.31
TNFRSF11A,6.51
TNFRSF11A,6.02
ZCCHC2,8.3
PHLPP1,8.7
SERPINB5,4.06
SERPINB12,5.78
SERPINB13,4.67
SERPINB11,4.75
SERPINB7,4.54
CDH7,6.13
CCDC102B,7.87
DOK6,3.61
SOCS6,10.1
TIMM21,13.05
C18orf63,4.68
CNDP2,12.77
CNDP1,5.58
ZNF407,10.04
TSHZ1,5.5
C18orf65,5.46
LOC400661; AC034110.1,3.98
ZNF236,10.45
SALL3,8.64
ATP9B,9.55
NFATC1,4.76
CTDP1,10.72
KCNG2,6.34
HSBP1L1,9.84
RBFA; RBFADN,7.3
ADNP2,11.44
THOC1,9.85
COLEC12,4.33
TYMSOS,5.06
ENOSF1,10.65
YES1,13.22
METTL4,10.61
LPIN2,10.48
MYOM1,5.38
DLGAP1,4.0
DLGAP1,4.97
C18orf42,4.2
ZBTB14,9.24
EPB41L3,4.83
TMEM200C,3.57
L3MBTL4,6.01
LINC00668,4.72
LAMA1,5.65
PPP4R1,11.58
PIEZO2,9.88
MPPE1,8.08
AFG3L2,11.61
SPIRE1,10.83
CEP76,7.31
PTPN2,10.46
PTPN2,7.33
FAM210A,10.3
MC2R,5.45
POTEC,4.27
ROCK1,11.37
ESCO1,11.54
ABHD3,9.64
ABHD3,7.58
CTAGE1,4.68
TMEM241,9.76
NPC1,14.2
ANKRD29,9.59
OSBPL1A,10.76
OSBPL1A,5.17
ZNF521,4.13
SS18,13.95
DHFR; DHFRP1,12.87
KCTD1,11.5
AQP4,6.47
CHST9,9.71
CDH2,12.43
DSC3,11.14
DSC1,4.26
B4GALT6,9.35
SLC25A52,8.52
TRAPPC8,10.86
GAREM1,8.38
KLHL14,5.37
CCDC178,4.19
NOL4,4.37
ZSCAN30,5.79
ZNF24,12.43
ZNF396,4.36
INO80C,6.74
RPRD1A,12.42
SLC39A6,13.38
TPGS2,12.59
CELF4,5.18
RIT2,4.67
SYT4,3.22
EPG5,10.66
PSTPIP2,6.51
ATP5A1,11.43
LOXHD1,4.18
PIAS2,7.1
TCEB3CL2; TCEB3CL,7.17
TCEB3C,6.55
TCEB3B,4.67
SKOR2,4.12
ZBTB7C,4.35
SMAD7,11.22
SMAD7,7.54
DYM,11.41
CFAP53,5.5
MBD1,10.02
CXXC1,8.88
MRO,4.96
MEX3C,9.76
MBD2,13.82
STARD6,4.95
CCDC68,7.82
TCF4,7.63
TXNL1,13.85
FECH,9.27
NARS,14.18
ATP8B1,13.25
ALPK2,11.78
LOC101927322; RP11-126O1.5,5.63
RAX,5.74
CPLX4,5.99
LMAN1,14.21
CCBE1,5.28
CCBE1,4.48
MC4R,5.02
PIGN,9.99
BCL2,8.32
KDSR,9.48
VPS4B,12.44
CDH19,4.1
DSEL,4.08
TMX3,13.07
CD226,6.4
RTTN,8.73
GTSCR1,6.11
NETO1,4.33
FBXO15,4.47
CYB5A,11.78
FAM69C,5.27
ZADH2,8.05
SMIM21,5.06
ZNF516,6.96
MBP,6.25
PQLC1,7.68
TXNL4A,11.58
PARD6G,4.88
NDUFV2,11.12
ANKRD12,11.69
ANKRD20A5P; RHOT1P1,8.24
RBBP8; MIR4741,11.94
RNF125,5.46
RNF138,10.46
ELAC1,7.92
SMAD4,12.26
LOC100505549; RP11-35G9.3,8.9
ATP8B1,7.92
RP11-35G9.5; ATP8B1,7.87
SERPINB2,5.73
SERPINB10,5.41
HMSD,4.36
SERPINB8,10.33
GALR1,5.25
ZNF519,9.9
DSC2,11.1
ST8SIA5,4.68
PIAS2,11.93
TCEB3CL,7.11
TCEB3CL; TCEB3C,6.94
HDHD2,7.87
IER3IP1,11.07
SMAD2,12.94
C18orf32,11.58
RPL17; SNORD58A; SNORD58B; SNORD58C,16.3
RPL17-C18orf32,15.98
ACAA2,12.76
MYO5B,7.57
RNF152,5.0
SERPINB4,4.69
SERPINB3,4.04
CBLN2,5.62
CBLN2,4.24
OR4F17,4.52
MADCAM1,8.5
TPGS1,7.58
CDC34,5.57
GZMM,4.46
BSG,13.79
HCN2,5.04
FGF22,5.67
FSTL3,8.7
PALM,7.37
MISP,6.12
PTBP1; MIR4745,14.92
AZU1,4.99
PRTN3,6.03
ELANE,4.25
CFD,5.64
KISS1R,5.06
ARID3A,12.26
WDR18,7.17
GRIN3B,5.0
CNN2,12.41
ABCA7,8.07
HMHA1,4.11
GPX4,13.16
ATP5D,9.5
MIDN,11.12
CIRBP,13.67
C19orf24,9.72
MUM1,8.22
NDUFS7,5.55
DAZAP1,10.84
RPS15,16.02
APC2,8.36
REEP6,9.72
PLK5,5.28
ONECUT3,5.34
SCAMP4; ADAT3,9.02
CSNK1G2,7.85
IZUMO4,6.48
DOT1L,8.04
SF3A2,13.7
AMH; MIR4321,6.91
OAZ1,11.93
TMPRSS9,4.17
GADD45B,11.42
THOP1,8.71
ZNF554,7.59
ZNF555,9.56
ZNF556,4.07
ZNF57,9.59
TLE6,6.2
GNA11,12.96
GNA15,7.71
S1PR4,3.67
NCLN,9.37
CELF5,8.28
NFIC,12.95
FZR1,9.58
C19orf71,4.74
HMG20B,10.11
GIPC3,5.49
CACTIN-AS1,5.59
TJP3,4.77
MRPL54,6.68
ATCAY,6.25
NMRK2,5.76
PIAS4,9.8
CREB3L3,5.26
ANKRD24,5.71
EBI3,3.76
CCDC94,11.39
SHD,5.25
FSD1,6.13
AC007292.7; MPND,8.68
MPND,6.84
CHAF1A,9.41
HDGFRP2,9.98
TNFAIP8L1,9.41
DPP9-AS1,3.67
FEM1A,6.18
UHRF1,11.26
KDM4B,5.41
ZNRF4,5.13
SAFB,13.07
HSD11B1L; RPL36,5.55
CATSPERD,3.61
DUS3L,6.58
NRTN,6.35
ACSBG2,3.62
CLPP,10.21
ALKBH7,5.56
CRB3,9.58
TNFSF9,8.56
TRIP10,12.21
VAV1,6.56
ADGRE1,4.67
MBD3L5,5.46
MBD3L2,6.63
ZNF557,8.94
CAMSAP3,6.53
RETN,5.05
CLEC4M,7.98
EVI5L,6.79
LRRC8E,5.25
MAP2K7,6.43
TGFBR3L,5.84
SNAPC2,7.39
CCL25,8.0
CERS4,8.32
RPS28,14.29
ANGPTL4,5.21
RAB11B,11.1
MARCH2,6.24
HNRNPM,16.28
MYO1F,5.64
MYO1F,6.81
OR2Z1,5.81
MBD3L1,6.01
OR1M1,3.52
ZNF317,10.63
OR7D2,7.1
OR7E24,3.49
ZNF559-ZNF177; ZNF177; ZNF559,10.92
UBL5,11.77
PIN1,10.73
RDH8,4.3
C19orf66,5.82
PPAN-P2RY11; P2RY11; PPAN,8.4
MRPL4,8.11
ICAM1,13.18
ICAM4,6.65
ICAM5,6.11
PDE4A,6.15
ATG4D,9.01
SLC44A2,6.9
ILF3,13.04
QTRT1,10.22
DNM2,10.61
DNM2,12.88
C19orf38,5.49
CARM1,11.21
C19orf52,7.81
SMARCA4,9.75
LDLR; MIR6886,13.27
ANGPTL8,6.71
TSPAN16,4.65
PLPPR2,8.76
SWSAP1,4.98
PRKCSH,14.85
CNN1,13.13
ZNF833P,6.45
ZNF441,6.95
ZNF491,7.26
ZNF440,9.7
ZNF439,9.91
ZNF69,8.59
ZNF844,9.31
ZNF788,6.69
ZNF136,7.83
ZNF791,9.94
WDR83,7.25
ASNA1,12.69
BEST2,6.49
JUNB,7.11
RNASEH2A,9.99
MAST1,6.84
GCDH,5.29
CALR,15.79
RAD23A,12.29
DAND5,4.52
NFIX,12.72
LYL1,6.77
NACC1,11.15
IER2,10.49
ZSWIM4,5.78
ZSWIM4,7.12
NANOS3,5.51
CC2D1A,7.9
DCAF15,8.76
MIR1199,4.23
ADGRE5,5.84
PKN1,7.54
TECR; MIR639,12.29
CLEC17A,6.45
ZNF333,5.46
OR7C2,5.29
CCDC105,4.06
CASP14,3.74
OR1I1,4.02
SYDE1,7.8
AC006128.2; AKAP8L,6.41
CYP4F22,3.44
OR10H2,5.4
OR10H3,6.34
OR10H5,4.06
OR10H4,4.88
TPM4,14.2
FAM32A,10.58
AP1M1,11.12
AP1M1,8.68
KLF2,7.09
C19orf44,9.3
TMEM38A,6.41
TMEM38A,6.12
NWD1,3.35
SIN3B,5.46
F2RL3,10.13
MYO9B,10.42
USE1,11.69
OCEL1,4.34
BABAM1,10.49
MRPL34,11.62
DDA1,13.92
GTPBP3,5.52
MVB12A; BISPR,5.7
SLC27A1,6.42
PGLS,7.17
FAM129C,5.16
COLGALT1,11.39
MAP1S,10.04
FCHO1,5.66
B3GNT3,6.75
RPL18A; SNORA68,16.4
SLC5A5,4.53
CCDC124,9.95
KCNN1,8.21
ARRDC2,5.19
MAST3,5.36
PIK3R2; IFI30,7.78
MPV17L2,10.2
KIAA1683,6.13
PGPEP1,9.59
GDF15,10.27
SSBP4,6.2
KXD1,12.92
UBA52,14.9
C19orf60,5.87
TMEM59L,6.36
KLHL26,7.08
CRTC1,10.43
UPF1,8.02
DDX49,9.02
ARMC6,8.76
SLC25A42,4.21
RFXANK,10.72
NCAN,8.67
MAU2,8.91
GATAD2A; MIR640,10.89
GATAD2A,4.89
CILP2,6.58
ZNF101,9.66
ZNF253,13.45
ZNF93,10.85
ZNF90,10.55
ZNF486,12.98
ZNF85,11.99
ZNF430,11.64
ZNF714; VN1R81P,10.46
ZNF431; VN1R82P,10.42
ZNF738,13.96
ZNF257,10.03
ZNF729,7.17
ZNF492,9.96
ZNF726; ZNF92P3,9.97
ZNF254,13.22
VSTM2B,5.92
POP4,12.37
PLEKHF1,7.79
CCNE1,9.88
URI1,12.94
THEG5; AC011525.4; pleysey,5.79
ZNF507,12.37
DPY19L3,9.77
PDCD5,11.32
RGS9BP,4.73
NUDT19,10.77
FAAP24,9.85
GPATCH1,11.19
WDR88,4.0
LRP3,5.5
CEBPG,11.16
CHST8,8.16
KCTD15,7.69
LSM14A,13.15
KIAA0355,7.98
UBA2,13.78
WTIP,6.88
ZNF302,11.91
ZNF181,8.25
ZNF30,7.67
GRAMD1A,10.76
SCN1B,5.29
HPN,8.05
FXYD3; MIR6887,7.51
FXYD5,14.35
LSR,6.75
USF2,10.61
HAMP,6.58
MAG,6.4
CD22; MIR5196,4.94
FFAR1,9.89
FFAR3,6.41
GPR42,6.81
FFAR2,4.3
GAPDHS,5.1
